"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"nadD",13465.0221926121,-2.50389180753374,0.115411272273348,-21.6953834596274,2.26826159309447e-104,2.16231883605173e-103
"rsfS",9284.05681862045,-2.50084580134953,0.10621595559804,-23.5449164607023,1.415295973535e-122,1.62097207904153e-121
"rpmD",17667.9840804334,-2.4952957629832,0.0947448554154942,-26.3370053396602,7.23110046269388e-153,1.10691460928929e-151
"infA",26391.9709631842,-2.49340128609959,0.108093482991633,-23.0670824650233,9.91278824960623e-118,1.07354822403899e-116
"ptsG_2",1695.9815459499,-2.47839416787307,0.141843007850142,-17.472797605163,2.3089031009209e-68,1.50646464617462e-67
"chvE",4.5518458928504,-2.47556172800782,2.22084990723372,-1.11469114591871,0.264982796521632,0.31133034100549
"rpmC",22238.7293633046,-2.46167794728067,0.289570304205953,-8.50114086812519,1.87736382783032e-17,4.96472294668748e-17
"gmuE_5",943.306104782812,-2.45777401193369,0.175790808428584,-13.9812430121008,2.02912792024816e-44,9.75943096385218e-44
"rplX",76746.4115565038,-2.45643897492175,0.0884099594702741,-27.7846408893296,6.65098662497496e-170,1.26052032225716e-168
"rplE",43831.153601503,-2.45156197856009,0.0916825319929346,-26.7396844880878,1.62769107152426e-157,2.69925436027773e-156
"rplK",60386.9962005831,-2.44812308280963,0.0979491753497942,-24.9938100455358,7.13818506920428e-138,9.54957195812874e-137
"rplN",40401.5595438008,-2.44630682830599,0.0903068304961383,-27.0888349736801,1.33300888465783e-161,2.3579446048614e-160
"rplR",50725.3369138322,-2.44126801751951,0.0910311553800165,-26.8179394991556,1.9962235539277e-158,3.3808381892052e-157
"rpsQ",67786.958050156,-2.42916464263528,0.102120752978351,-23.7871791167683,4.53349782213148e-125,5.26812301666666e-124
"rpsK",37698.8683719206,-2.40745455979988,0.0939488708454096,-25.6251569405372,8.00143840732454e-145,1.14759368869015e-143
"sacY",1234.98651222649,-2.40576472359846,0.158943511914851,-15.1359731178412,9.37831230082545e-52,5.02702800771519e-51
"murJ_3",7170.6610119328,-2.40549118739265,0.107739177054416,-22.326986832076,2.02102777136511e-110,2.01092263250829e-109
"rplA",50565.3729730473,-2.38221052304275,0.101793338619319,-23.4024205842349,4.0378129353698e-121,4.52690013599206e-120
"ackA",9229.74645143928,-2.37490458239312,0.0969176008772133,-24.5043682561017,1.32697140729547e-132,1.61262479420945e-131
"ybiT_3",2759.04367765693,-2.34842608281044,0.121718112116012,-19.2939739368624,6.03511496946972e-83,4.66403059776495e-82
"yhdG",8164.82346915742,-2.34344630640286,0.128624863334712,-18.2192326246027,3.63212839404825e-74,2.53611772075649e-73
"rpsJ",14630.1814809733,-2.32928511869496,0.100650470169294,-23.1423173163237,1.73724900769271e-118,1.9073796001702e-117
"rplV",35363.6475435613,-2.32561082345693,0.0914837512023325,-25.4210260608294,1.47681941550116e-142,2.09919331203379e-141
"rpsE",71735.7856293351,-2.32068047714139,0.0873509049316692,-26.567331831957,1.61970428149836e-155,2.52800903543666e-154
"rplU",71644.3542082799,-2.31594974281918,0.101166251311006,-22.8925131929566,5.51675725139219e-116,5.74031212040286e-115
"cas2_1",9.35815823087283,-2.27738538362585,1.47075801183891,-1.5484432961058,0.121515603945793,0.150079783926844
"glcU_1",12033.5287775333,-2.27016659578056,0.119929774997435,-18.9291324512959,6.56343844396385e-80,4.90563098722556e-79
"prsA_3",1604.98418906957,-2.26842388077184,0.154417038208877,-14.690243428341,7.44458776473252e-49,3.83552871244471e-48
"rpoA",98813.2094985428,-2.26768294841767,0.112922191711001,-20.0818184101606,1.06426802499539e-89,8.7335809061477e-89
"nanE_1",639.762831511333,-2.26371745854237,0.216355983546432,-10.4629297578754,1.27840472723346e-25,4.21370667858317e-25
"mro_2",323.310371294275,-2.24711319952094,0.300434415227286,-7.47954656866108,7.45794812267379e-14,1.78811045350854e-13
"nodM",54.8716844159449,-2.24707377549293,0.643491456754719,-3.49200249965315,0.000479413760818125,0.000733871833867745
"rpsC",92554.762712699,-2.24673900820084,0.109962100079313,-20.4319397918039,8.69771092082105e-93,7.32632581267043e-92
"ribZ_1",370.533513733721,-2.22325269929956,0.276267745271746,-8.04745663346511,8.45323091539923e-16,2.14633869494666e-15
"puuR",670.734934639124,-2.21567817024783,0.192561030148898,-11.5063684928074,1.22530198819473e-30,4.56833902858551e-30
"rplP",47597.707886592,-2.21320756116668,0.102761733729296,-21.537273465986,6.9689851749816e-103,6.60394309438733e-102
"topA",13147.0660754258,-2.20758824833008,0.0958245180912089,-23.0378225980623,1.94841614301755e-117,2.06791899978929e-116
"rpsM",37480.4264672426,-2.20566408189766,0.0940007761264137,-23.4643177725623,9.44227305467115e-122,1.06610629099549e-120
"zosA",5560.79895749931,-2.20239297931683,0.111418281546181,-19.7668905744519,5.74068626582031e-87,4.59254901265625e-86
"tgt",2110.74054868547,-2.1876334306882,0.133599759975593,-16.374531145025,2.90739217631337e-60,1.75324558511018e-59
"rlmCD_2",5984.56299142651,-2.18757594792089,0.103378745805008,-21.160790169065,2.19513095249696e-99,1.98559572521316e-98
"pyrG",8139.01256162883,-2.18708288246642,0.098709095957685,-22.1568525296189,8.95984797770297e-109,8.75096808619824e-108
"rpsT",11523.5037882203,-2.18132407559931,0.104894312712121,-20.7954465709298,4.75903682381409e-96,4.16284979313848e-95
"cfa",7929.24198407423,-2.17192409105085,0.108050182246284,-20.1010682804799,7.22221182420708e-90,5.95738923530449e-89
"tsaB",1487.09740063498,-2.1662661202846,0.152801845095492,-14.1769631049338,1.27234673592455e-45,6.21342332390148e-45
"metN2",2383.48977501635,-2.15786395020832,0.136196425239942,-15.8437634938416,1.55244688932935e-56,8.85840662298326e-56
"rplF",51410.8623497432,-2.15575911747465,0.0868197788442291,-24.8302765357475,4.22401337989546e-136,5.51199123015867e-135
"apt",8173.84936215068,-2.15290509196551,0.10558786811733,-20.3897013014145,2.06402226053091e-92,1.7294333888238e-91
"greA",21664.7550570971,-2.14682237599012,0.0946515196749562,-22.6813302455422,6.84871998408762e-114,7.0799754640698e-113
"rpsL",66815.9318776705,-2.1445936790996,0.0896153409486009,-23.9310999255099,1.45388765825305e-126,1.71451048291768e-125
"fba",229256.407470986,-2.13678422101616,0.0949689505143376,-22.4998192508568,4.16756922838622e-112,4.25305782794286e-111
"rplQ",113526.28043575,-2.12950700984867,0.0877137194151604,-24.2779239558801,3.35421586268561e-130,4.01497116796654e-129
"arcC1",1158.74164360378,-2.12333127086686,0.168865460135859,-12.5741005245156,2.93117404363379e-36,1.25105337197453e-35
"rpsD",50721.4675391486,-2.10863010789893,0.115795514825354,-18.2099463099173,4.30368667173266e-74,2.99190793947528e-73
"ulaB_1",18.0542408462908,-2.10054332337088,1.05379913848308,-1.9933052198112,0.0462280351799772,0.0602250671084483
"dus_1",3616.68976021134,-2.10028695186961,0.112345254728731,-18.6949324823818,5.44393475939982e-78,3.90393880043447e-77
"gla",17911.9439785539,-2.10022934190907,0.093988832558786,-22.3455200445804,1.33484770229521e-110,1.34498578611011e-109
"galK_2",2498.0646979134,-2.09343431069961,0.129198383507778,-16.2032546682257,4.78273627749073e-59,2.84108811707658e-58
"nanE_2",345.437275675535,-2.08798881839054,0.256936342027966,-8.12648301096806,4.41925410088e-16,1.13475040783886e-15
"ybbH_2",595.547912285799,-2.08546880680904,0.224993980563752,-9.26899822645753,1.87902372824519e-20,5.43891959157516e-20
"rimI_1",2373.02895819774,-2.08367014833409,0.133867729619634,-15.5651414590697,1.25592159465547e-54,6.94245548156774e-54
"ileS",15105.0735108725,-2.08265612024172,0.0937777728240604,-22.2084195169473,2.84779852008713e-109,2.79857731109797e-108
"yteR",28.8203877473984,-2.0774908418472,0.872435183250952,-2.38125522873328,0.0172537529486977,0.0235574397035393
"tsf",65717.1085274928,-2.07094615279043,0.089650173319013,-23.1003028340072,4.59763988234488e-118,5.01331691280346e-117
"srlA",7.2625894065717,-2.06490970931196,1.70227419484966,-1.21303002510376,0.225118341277863,0.269262508876302
"rplB",64476.1923800376,-2.06477220468092,0.105395933219596,-19.5906250042769,1.85894211652658e-85,1.45785017217257e-84
"rpmH",1456.19177883997,-2.06108860100501,0.191489108196467,-10.763476943505,5.12011387370828e-27,1.76433361189255e-26
"cmk",4327.43398498718,-2.04048118632977,0.11313769471411,-18.0353788495153,1.02788557744968e-72,7.05342172112025e-72
"gadC_2",50.8670159614445,-2.04041702811444,0.619404988968612,-3.29415659294575,0.00098717486396071,0.00147427990940474
"grpE",8570.33583520647,-2.03701931517006,0.0971929441316349,-20.9585102434101,1.56921944769569e-97,1.38788742262863e-96
"natA_1",108.933272299332,-2.02284213058093,0.426340822728659,-4.74465972466435,2.08857124235406e-06,3.70680648587254e-06
"hrcA",8346.21528380024,-2.02009203442365,0.103352600497304,-19.5456333435591,4.49379509402356e-85,3.50692244592427e-84
"rplD",40326.7459103885,-2.01701121758805,0.110646946521382,-18.2292533233014,3.02421807359724e-74,2.12094941549198e-73
"rplT",25458.2246873741,-2.0164644200828,0.0910789534975612,-22.1397407704821,1.30987795098904e-108,1.27154005974058e-107
"rplC",68622.1439327795,-2.01430937991008,0.120498746841794,-16.7164342593099,9.94970476139181e-63,6.15019220161667e-62
"pdp",11431.6999479149,-1.98562259432993,0.102671960585408,-19.3394825910446,2.49970603668896e-83,1.9412351270287e-82
"bceA_1",3176.85847469543,-1.98223894956763,0.122058355799509,-16.2400921803634,2.62529374174275e-59,1.56534368421515e-58
"tig",49562.0493835445,-1.97809976683826,0.0883804292404726,-22.3816492388387,5.94062807009333e-111,6.02387253986533e-110
"glyS",14322.8924866951,-1.97693332165863,0.0922220663287314,-21.4366626162086,6.08221530678147e-102,5.69581574611536e-101
"alaS",26877.1386312766,-1.97107229827802,0.0895895255217595,-22.0011467501219,2.80789340112315e-107,2.70919169368973e-106
"nhaK",6191.43425004769,-1.96799697602493,0.109219052919753,-18.018806457431,1.38703674681048e-72,9.4770922786364e-72
"rpmE2",31321.289891788,-1.96386938801431,0.12609329416727,-15.5747329862691,1.0810352177201e-54,5.99654378609897e-54
"hslV",4533.83265807301,-1.95916270399457,0.125786859586605,-15.5752573077451,1.07220729934121e-54,5.968370701228e-54
"mgtA",2636.84001602684,-1.95282236438629,0.12066076328519,-16.1844025449321,6.49775232048137e-59,3.84550992349678e-58
"xerC_1",2939.09571540465,-1.949411589595,0.121987162840834,-15.9804650276075,1.74836744768543e-57,1.01956079733158e-56
"ycjO",6.90087389381533,-1.94346855022698,1.68495800851172,-1.15342254252591,0.248736993247655,0.293542841549493
"ygaZ_1",613.547686649604,-1.93526727211721,0.224075088105876,-8.63669088998768,5.78646749354417e-18,1.55085122049197e-17
"rpmI",16352.2898958467,-1.93381368578773,0.0939983693828688,-20.572842895934,4.80642785827158e-94,4.11388879052062e-93
"tagH",6227.43867724358,-1.92996850128788,0.102388087276522,-18.8495415103865,2.96400051007928e-79,2.1845781537251e-78
"rsmA_1",8459.99708473294,-1.92079363653777,0.104676596846881,-18.3497906351262,3.31386818231394e-75,2.35521345814455e-74
"rplW",25037.5856856702,-1.91893177430847,0.0963283668829513,-19.9207340101609,2.69018435853053e-88,2.18508851978603e-87
"yidC",6619.11180896845,-1.9181368696231,0.108247350762065,-17.7199428542071,2.94211077782231e-70,1.9516001492888e-69
"ybiT_1",12353.4214400363,-1.91022856546909,0.0941304120925437,-20.293426141501,1.46986295955213e-91,1.22514232021308e-90
"rpsP",24184.7555380046,-1.9065265327784,0.304240844429483,-6.26650421100935,3.69243405723961e-10,7.674092714263e-10
"uxuA_1",236.478467683308,-1.90481025314201,0.29964235980395,-6.35694584166367,2.05804510947963e-10,4.33961299906168e-10
"ydcP_1",5570.10816852005,-1.90473795333238,0.125336401397886,-15.1970052761105,3.70160442482592e-52,1.99761160824504e-51
"kfoC",22736.6700428529,-1.90252494091293,0.0894143801201548,-21.2776170718438,1.83010147901106e-100,1.68411650554081e-99
"dltA",3224.94437204389,-1.89408964115032,0.124369107692515,-15.2295829430021,2.25022328226905e-52,1.218488253528e-51
"glxK",146.075343136576,-1.8906344472704,0.373058987424126,-5.06792360190738,4.02178752748488e-07,7.38487398357085e-07
"lhpI",162.706313690865,-1.88816738884784,0.346541387302146,-5.44860573089807,5.07662092013818e-08,9.63287306896304e-08
"ywlC",3170.14960839036,-1.88347733226188,0.114277881853819,-16.4815562006231,4.97866575197042e-61,3.03679535522487e-60
"rimP",6846.81334840028,-1.88283991598716,0.112494285140359,-16.7372050379087,7.02082524751502e-63,4.38319756629173e-62
"paiA",515.495925941394,-1.87415581239278,0.213244421521025,-8.78876830176773,1.51208551692622e-18,4.15041403956299e-18
"glcK",8169.14138128037,-1.87314316525963,0.119354727362328,-15.693916836434,1.66459700712527e-55,9.33112125120928e-55
"por_1",202.072801699645,-1.8660469431259,0.327483456169711,-5.69814110597046,1.21120786984788e-08,2.37468340984954e-08
"rpsG",71407.9905993298,-1.85603745991708,0.0895752713690636,-20.720422406201,2.26688028689612e-95,1.96134424822751e-94
"nirC",1422.87148677584,-1.84574870676928,0.151596451870013,-12.175408355546,4.20285327909863e-34,1.70687306640944e-33
"pnuC",2842.42456446563,-1.84422714617,0.117785625246923,-15.6574891231745,2.95328574769137e-55,1.64969505625427e-54
"aldC",2552.93865972815,-1.82819694072276,0.121826406984291,-15.0065735826757,6.64950487974428e-51,3.52867058951763e-50
"xylB_2",6.83066009909838,-1.81034239833294,1.7124090667557,-1.0571903836989,0.290424707678472,0.338474476298776
"tsaD",5616.67421271242,-1.80248304082074,0.104267097610471,-17.2871699906196,5.87674752776724e-67,3.80316344073392e-66
"prmC_2",1859.20998637012,-1.79638518607194,0.135369021789849,-13.2702826859509,3.4427955443361e-40,1.57498003062732e-39
"hisS",9279.87108900794,-1.784880260332,0.101270668177522,-17.6248492525318,1.58791363936365e-69,1.04031214562425e-68
"rnpA",2275.58853748037,-1.77301086417892,0.143041392443596,-12.3950895184278,2.77835296447318e-35,1.16398366301087e-34
"thrS",19785.1828739593,-1.77169239154147,0.0899060964596991,-19.706031752092,1.91400785174659e-86,1.52355024999028e-85
"yodC_1",462.25676909007,-1.76886359244533,0.219950618901475,-8.04209418132018,8.83159698363398e-16,2.23883796145626e-15
"ytlR",1310.61064135791,-1.76849135475268,0.151064229732876,-11.7068836075878,1.17520148942165e-31,4.49740569990209e-31
"recJ",20719.0507833336,-1.76669092966574,0.0942622842138478,-18.7422885452016,2.23791974888711e-78,1.61944010919467e-77
"pheT_2",17272.5344544634,-1.75638568043126,0.0920098702202691,-19.0891007261126,3.11078366931116e-81,2.33602245355819e-80
"rsmF",2316.92246422205,-1.75385073329613,0.123176385944617,-14.2385305417607,5.2826194770104e-46,2.6117795675157e-45
"hosA",571.308889467801,-1.75170066823722,0.198151615200912,-8.84020383311597,9.55441321712343e-19,2.63615699162227e-18
"yhhX",3927.73585129236,-1.74912939886672,0.10848074628671,-16.1238695228354,1.73403131241953e-58,1.02243624050811e-57
"dprA",355.220980564397,-1.74854073640534,0.254248260780605,-6.8772967454601,6.09989627122274e-12,1.3774517537286e-11
"cshA",32545.0613181818,-1.74844403305288,0.0907661860323075,-19.2631651662717,1.0947745333433e-82,8.41971525160643e-82
"prfC",9424.56265907889,-1.74694920246882,0.0972144281890706,-17.9700609776895,3.34347063920996e-72,2.27470310154798e-71
"pimA",799.602176062138,-1.74324043511064,0.181745503492564,-9.59165647353669,8.66820045082621e-22,2.59882770578443e-21
"frmB",1824.75439104908,-1.74165632879914,0.143573544685323,-12.1307608070582,7.25720453241151e-34,2.9323526943145e-33
"tcyP",37554.1248123954,-1.73935714482127,0.0874180719813384,-19.8969973301697,4.32047964429567e-88,3.49147390544097e-87
"rplS",20701.6471142112,-1.73485576972759,0.136292266115506,-12.7289377392648,4.08357053226593e-37,1.77624160857032e-36
"pdhA",10289.7576792588,-1.73241082345612,0.103146333011267,-16.7956608139126,2.62563773997076e-63,1.6521799533729e-62
"thiO",1566.15119835379,-1.7214336498413,0.138621136507788,-12.4182624180447,2.08030678436422e-35,8.7847437684558e-35
"gltC_1",873.820610986288,-1.71072788094707,0.167245559374551,-10.2288388842411,1.47274507596837e-24,4.7365861837205e-24
"rpmA",79232.5649049026,-1.69808236834675,0.092629441610009,-18.3319940057078,4.59738124175789e-75,3.25290263861269e-74
"metB",10878.8449220171,-1.69709549251258,0.104267930341292,-16.2762940336267,1.45412729497682e-59,8.7028971939966e-59
"thrB",2002.04458300127,-1.69220744485657,0.131307689130381,-12.8873446487684,5.30387309732603e-38,2.35859384663214e-37
"znuA_1",398.899795593657,-1.66514859936896,0.237197746207975,-7.02008609267711,2.21731575960538e-12,5.0790887615709e-12
"ldh",93597.0270021704,-1.6581051601255,0.103876068128324,-15.9623404120104,2.33797247291538e-57,1.35841320324135e-56
"ccpA_1",3148.17431504774,-1.65177262278658,0.129196983707161,-12.7849162990562,1.99077015952136e-37,8.70688487351102e-37
"dltC",1678.70097445247,-1.64572551902562,0.152812858846655,-10.76954865871,4.79345224472048e-27,1.65895129860761e-26
"rimI_2",1002.57168760514,-1.6378679695508,0.171026885047851,-9.5766695925763,1.00224673054193e-21,2.99357747659054e-21
"ctpE_1",9751.38594763861,-1.63688567775523,0.0979213510284834,-16.7163306118917,9.96702002523304e-63,6.15019220161667e-62
"cysM",9075.48970885176,-1.62693756039831,0.125982388913606,-12.9140078579872,3.75249597349982e-38,1.67808246904823e-37
"wecA",8388.05272993169,-1.62061952599934,0.0989007698700315,-16.3863186113622,2.39518021132813e-60,1.44985813552638e-59
"manR_1",168.260216303972,-1.61995543740791,0.352124664060687,-4.60051681335426,4.21443999953664e-06,7.32465991185844e-06
"groS",3944.5910763235,-1.6133476914947,0.122803612011225,-13.1376240899757,2.00421308413519e-39,9.09033398844222e-39
"topB_2",7468.6178251802,-1.61162370373591,0.108124049526728,-14.9053213488598,3.04344843908509e-50,1.59380589309982e-49
"yfnB_2",747.588998478538,-1.58760187722789,0.190847950108595,-8.31867398274135,8.89528535628869e-17,2.32916024460717e-16
"nusA",18004.8646769049,-1.5802514306038,0.092288762199363,-17.1229019974298,1.00155551921005e-65,6.42934026847744e-65
"mnmE",5644.42549196541,-1.56757916798734,0.112788202449277,-13.8984320518123,6.47441608892387e-44,3.09527640047051e-43
"aroF",2443.19971868667,-1.56556969234295,0.120860983894618,-12.953474660673,2.24555290218538e-38,1.0098644690054e-37
"pta",8449.60314413014,-1.56395240925127,0.0973913975394031,-16.0584245504694,4.99066880819393e-58,2.92100909656057e-57
"trmFO",8332.10674369225,-1.56334512734578,0.0979829696474257,-15.9552739927275,2.61822103405755e-57,1.5102202486303e-56
"yvdM_2",47.8689898044254,-1.55716493327411,0.641995834227786,-2.42550628875516,0.0152870508897101,0.0209801594969125
"uppP",1848.88736749274,-1.55150256528351,0.161784334233287,-9.589943134088,8.81335742587607e-22,2.63738064323209e-21
"znuA_3",2152.62773924911,-1.54311944156853,0.138883867619254,-11.1108616718462,1.11082393241585e-28,4.01676119391832e-28
"trpS2",5355.10848767611,-1.53910084928367,0.106645014937493,-14.4319999409796,3.25503832558053e-47,1.63988006782411e-46
"pglA",1752.86208594802,-1.53722899123781,0.134834572870289,-11.4008518625014,4.14047653943935e-30,1.53293922111336e-29
"dinB_4",19.9544406918062,-1.53658588423366,0.937023775369417,-1.63985794664374,0.101034706433869,0.125760166257012
"ywqE",1526.93379258852,-1.53308335848563,0.141234222527243,-10.854899974331,1.89013624070632e-27,6.62796672952526e-27
"sgbE",6.45340769359032,-1.52850820308197,1.78718188367851,-0.855261692747176,0.39240628954527,0.447180252652877
"ribF",1883.65684706733,-1.52769069883518,0.130026739319621,-11.7490502863411,7.14169660087855e-32,2.75960703606763e-31
"murI",1827.79252346604,-1.5178352698991,0.135336612386115,-11.2152598113563,3.43177143026857e-29,1.25020139976832e-28
"padC",211.241906444959,-1.51315024812536,0.302024620430678,-5.01002284505035,5.44235746040355e-07,9.94745473818881e-07
"fus",174009.916266225,-1.51071594172602,0.0891949050511371,-16.9372447995757,2.39062022293006e-64,1.52234695796186e-63
"rpsF",18371.2471091692,-1.50429214659681,0.0957295465209319,-15.7139796569274,1.21318623771917e-55,6.84890954059898e-55
"tdk",3068.21308179311,-1.50417249628293,0.125943989781826,-11.9431860058477,7.04711263127503e-33,2.80475082724746e-32
"glsA",75.2163243744178,-1.50282190962814,0.487711738497337,-3.0813732600704,0.00206048173878855,0.0030066791275448
"pheA",4104.93658626223,-1.49942040647119,0.113719994484946,-13.1851959126649,1.06776248558815e-39,4.8707102494451e-39
"dnaJ",8408.22141692567,-1.49918026389157,0.12979613374961,-11.5502690302289,7.35897190286198e-31,2.76961779417406e-30
"yfdH",2099.05562405341,-1.498555324133,0.139079281626264,-10.7748279011099,4.52627769735439e-27,1.56989849546584e-26
"cysS",7755.75995754505,-1.49460146483604,0.102125179227584,-14.6349947793516,1.67988582599463e-48,8.59928692920724e-48
"gpmA_1",85300.3827308499,-1.48206513696301,0.119607748074253,-12.3910462392699,2.92206063194372e-35,1.21778024242262e-34
"lacR_2",128.651537623715,-1.47114535994099,0.420991346509708,-3.49447885838448,0.000474988227496934,0.000727797168599729
"epsJ_2",2718.99918606444,-1.46742383724637,0.118274991583129,-12.4068817727625,2.3981168578809e-35,1.00733563001224e-34
"pdhB",7181.87923597292,-1.4594719920155,0.103839658114258,-14.0550539025234,7.17272802966624e-45,3.47081550858014e-44
"rsmG",2559.41468534985,-1.45757251126929,0.122901358100144,-11.8596940977789,1.91674109497866e-32,7.55309857229214e-32
"def_1",1868.62393400194,-1.44908960830901,0.136762884596557,-10.5956350115292,3.12214773147338e-26,1.04862008196321e-25
"der_2",14910.087975887,-1.44425734370309,0.0977812265834731,-14.7702927664766,2.27721612657282e-49,1.18474773643919e-48
"misCA",8431.0733801528,-1.44424148092266,0.0995952445381909,-14.5011088392764,1.19208497586285e-47,6.06325649065066e-47
"endA",3923.33916781524,-1.44057418148024,0.10848221776633,-13.2793577707199,3.049987818493e-40,1.39930276859967e-39
"menA",303.113127639951,-1.43286924662217,0.25654930039141,-5.58516138783493,2.33483289181063e-08,4.51646897176491e-08
"nusG",6400.77950781443,-1.43280192312413,0.101343893016564,-14.1380193761646,2.21429148911969e-45,1.0780281500546e-44
"typA",31443.4446380081,-1.43275648911236,0.0901587245079524,-15.8914902238438,7.25813637641499e-57,4.15645795368801e-56
"leuS",27154.5543960229,-1.4294281703982,0.0887229822119953,-16.1111375515164,2.13067857290693e-58,1.25167538305086e-57
"agrA_1",1095.00342988649,-1.42662242364611,0.199155775730861,-7.16334948565112,7.87292962648265e-13,1.8324128604328e-12
"tetA",38.726771365977,-1.42318649205289,0.695257682589659,-2.04699139281982,0.0406589296512237,0.0534950545493787
"patA_2",3801.9112137422,-1.41534073941258,0.112678839716437,-12.5608387783755,3.46638380090913e-36,1.47553021685758e-35
"recU",1199.99734071517,-1.413802012044,0.154520384965252,-9.14961487030941,5.71368787067259e-20,1.62722559751534e-19
"udk",7012.80433346013,-1.40831113032479,0.109665170105563,-12.8419180763514,9.54791801441495e-38,4.22230152193017e-37
"amt",50.6825221530976,-1.40136215168655,0.614653616216253,-2.27992175546481,0.022612329509478,0.030404416029636
"arcB",4820.73600998095,-1.40129243544403,0.118654417446133,-11.8098631774936,3.471257011727e-32,1.35447087320328e-31
"aroK",1062.58690685579,-1.39742604597082,0.16097888899391,-8.68080314570743,3.92983810845851e-18,1.06219053797385e-17
"agrA_2",15.2814415630963,-1.39714539647822,1.08857569354876,-1.28346187110197,0.1993303096174,0.240769235895979
"ispD",5361.10924512772,-1.39056358587836,0.11317705778224,-12.286620743878,1.06881256736988e-34,4.37416351478883e-34
"epsJ_3",975.12806919028,-1.38970535366975,0.160388075871709,-8.6646425933892,4.52931656051372e-18,1.2180189128949e-17
"epsJ_4",1480.31829847037,-1.38862452127643,0.14084193889106,-9.85945331490021,6.23881423085774e-23,1.92112035890242e-22
"cggR",9031.35234128141,-1.38489427913803,0.0975813750092424,-14.19219885974,1.02396928906072e-45,5.03135527217488e-45
"mltG",13054.3250700104,-1.37246651739938,0.0952063940765193,-14.4156968732195,4.12256977281718e-47,2.0703883527839e-46
"rmd",6049.16593052754,-1.36633422857964,0.102880614248023,-13.2807744060091,2.99282898643239e-40,1.37704732554924e-39
"rplGA",6206.28938486219,-1.36215308454161,0.121905702786983,-11.1738257800936,5.47699201337129e-29,1.99072403773678e-28
"lacF_2",32.8389806465491,-1.35688662224505,0.771507508053451,-1.75874713866174,0.0786204669460412,0.0989437022751759
"xerC_2",92.0361302827279,-1.35607061652582,0.450555818811852,-3.00977272938539,0.00261443239016201,0.00378723964070784
"hslO",4044.673319,-1.35498091228824,0.118398536955533,-11.4442369570592,2.51305871618525e-30,9.34763896300681e-30
"trmL",1655.07823598414,-1.35392301390505,0.178588219747396,-7.58125600792769,3.42225546035569e-14,8.27998585545023e-14
"dtxR",2217.25529608412,-1.34934914167329,0.153908143754027,-8.76723679956656,1.83104422790339e-18,5.00003844051834e-18
"metP_2",2746.11869121637,-1.34660183254442,0.127599137804196,-10.5533772070687,4.90033847218728e-26,1.62867199326141e-25
"ribZ_2",805.167735675557,-1.3452022477567,0.170814607781629,-7.87521784715519,3.40149663146622e-15,8.54129753516438e-15
"gmuE_4",253.912953736206,-1.33761331270216,0.298033098614939,-4.48813678386227,7.18487939033156e-06,1.23791428456795e-05
"dagK_1",2739.58875170277,-1.33739417950317,0.12064260945445,-11.085587302454,1.47380047385904e-28,5.30834921806244e-28
"azoR",5266.48400009962,-1.3349130824841,0.1195168156534,-11.1692490733301,5.76663232437449e-29,2.09122520738136e-28
"ctpE_2",976.537355951392,-1.33138313238784,0.159350968655568,-8.35503633031301,6.54125772608424e-17,1.71559840196476e-16
"yodC_2",577.709198381691,-1.32606715646509,0.204011157881123,-6.49997367907586,8.03340659188159e-11,1.72593566724366e-10
"infC",72436.213243859,-1.32486368329759,0.0862766744674753,-15.3559892227539,3.22945623984135e-53,1.76071723761213e-52
"pfkA",79824.8905842009,-1.31836577533733,0.0916330629174062,-14.3874463361074,6.20448232933448e-47,3.10614335481148e-46
"pheT_1",10697.5259218814,-1.31644040809995,0.0980175905591616,-13.4306546466817,3.99860928747003e-41,1.8667994092822e-40
"yciC",1174.81121139193,-1.31628722115041,0.151054361479869,-8.71399679065757,2.9334468640718e-18,7.96936417679573e-18
"rpsR",16098.0291977174,-1.31402565854187,0.140213839172962,-9.37158319244757,7.1452582708933e-21,2.09488971772783e-20
"tuf_1",436961.287358244,-1.30830013268873,0.0869720015641991,-15.0427736416184,3.85071883260441e-51,2.05028240184154e-50
"epsJ_1",4681.84189088961,-1.29816687066224,0.10975180123311,-11.8282056064389,2.79043223008807e-32,1.09688101488894e-31
"tpiA",85650.5210255633,-1.29255586658191,0.0941230061349637,-13.7326241442874,6.47453149400938e-43,3.04954264451566e-42
"sle1",9689.32499708034,-1.29001721617866,0.0963757060874026,-13.3852945783739,7.3704569465337e-41,3.4209234573999e-40
"zitB",1359.82985934599,-1.28882897619915,0.144633188909996,-8.91101818270202,5.05660221805682e-19,1.40245831553074e-18
"iscS_1",3829.10080330556,-1.28772456482982,0.10814765498652,-11.9070965060715,1.08696615098028e-32,4.30460226955375e-32
"dnaK",47933.9241731438,-1.28771848511079,0.0907834237504194,-14.1845111355458,1.14259189556465e-45,5.59694245458132e-45
"soj_1",5018.822546805,-1.28704691496459,0.105375630457321,-12.2138952752065,2.62036624469425e-34,1.06691126893945e-33
"mrnC",3139.62471277098,-1.28654934842265,0.134883826894714,-9.53820319338129,1.45328351083494e-21,4.30843081796876e-21
"pyk",90859.7819946185,-1.28398513647612,0.100381835932819,-12.7910106897769,1.84064456643608e-37,8.07246873213839e-37
